Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Start/End Drive,,START,15.833,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,475,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Virtual Meeting,,START,159.433,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,4783,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-Road,,START,159.633,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,4789,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-Road,,STOP,161.033,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,4831,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-iPad,,START,161.167,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,4835,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-iPad,,STOP,165.267,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,4958,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-Road,,START,165.400,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,4962,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-Road,,STOP,169.600,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5088,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-iPad,,START,169.733,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5092,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-iPad,,STOP,171.100,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5133,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-Road,,START,171.200,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5136,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-Road,,STOP,171.867,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5156,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-iPad,,START,172.000,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5160,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-iPad,,STOP,172.767,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5183,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-Road,,START,172.900,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5187,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-Road,,STOP,173.867,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5216,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-iPad,,START,174.000,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5220,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-iPad,,STOP,175.700,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5271,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-Road,,START,175.833,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5275,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-Road,,STOP,177.067,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5312,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-iPad,,START,177.200,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5316,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-iPad,,STOP,178.800,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5364,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-Road,,START,178.933,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5368,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-Road,,STOP,182.133,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5464,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-iPad,,START,182.267,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5468,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-iPad,,STOP,182.933,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5488,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-Road,,START,183.067,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5492,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-Road,,STOP,187.067,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5612,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-iPad,,START,187.200,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5616,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-iPad,,STOP,188.867,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5666,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-Road,,START,189.000,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5670,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-Road,,STOP,197.433,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5923,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-iPad,,START,197.567,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5927,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-iPad,,STOP,198.433,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5953,NA,
PID_20,2024-10-27 19:07:23.773,,857.667,Media file(s),player #1:D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,0.0,875.032,30.000,,Fixation-Road,,START,198.567,D:/vid/NSF_VM/PID20/NSF_VM_EmergencyDrive/20240329103812VCAP1.mp4,5957,NA,
