Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
PID_01,2024-05-07 12:59:42.470,,866.300,Media file(s),player #1:D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,0.0,866.332,30.000,,Start/End Drive,,START,0.000,D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,0,NA,
PID_01,2024-05-07 12:59:42.470,,866.300,Media file(s),player #1:D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,0.0,866.332,30.000,,Virtual Meeting,,START,151.133,D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,4534,NA,
PID_01,2024-05-07 12:59:42.470,,866.300,Media file(s),player #1:D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,0.0,866.332,30.000,,Fixation-iPad,,START,151.833,D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,4555,NA,
PID_01,2024-05-07 12:59:42.470,,866.300,Media file(s),player #1:D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,0.0,866.332,30.000,,Fixation-iPad,,STOP,152.433,D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,4573,NA,
PID_01,2024-05-07 12:59:42.470,,866.300,Media file(s),player #1:D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,0.0,866.332,30.000,,Fixation-Road,,START,152.833,D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,4585,NA,
PID_01,2024-05-07 12:59:42.470,,866.300,Media file(s),player #1:D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,0.0,866.332,30.000,,Fixation-Road,,STOP,155.833,D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,4675,NA,
PID_01,2024-05-07 12:59:42.470,,866.300,Media file(s),player #1:D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,0.0,866.332,30.000,,Fixation-iPad,,START,156.567,D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,4697,NA,
PID_01,2024-05-07 12:59:42.470,,866.300,Media file(s),player #1:D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,0.0,866.332,30.000,,Fixation-iPad,,STOP,162.033,D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,4861,NA,
PID_01,2024-05-07 12:59:42.470,,866.300,Media file(s),player #1:D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,0.0,866.332,30.000,,Fixation-Road,,START,162.767,D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,4883,NA,
PID_01,2024-05-07 12:59:42.470,,866.300,Media file(s),player #1:D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,0.0,866.332,30.000,,Fixation-Road,,STOP,164.067,D:/vid/NSF_VM/PID01/NSF_VM_PlannedDrive/20240226103704VCAP1.mp4,4922,NA,
