Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
PID_33,2024-11-06 09:55:06.304,,862.833,Media file(s),player #1:D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,0.0,872.099,30.000,,Start/End Drive,,START,8.300,D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,249,NA,
PID_33,2024-11-06 09:55:06.304,,862.833,Media file(s),player #1:D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,0.0,872.099,30.000,,Virtual Meeting,,START,153.100,D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,4585,NA,
PID_33,2024-11-06 09:55:06.304,,862.833,Media file(s),player #1:D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,0.0,872.099,30.000,,Fixation-Road,,START,153.300,D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,4591,NA,
PID_33,2024-11-06 09:55:06.304,,862.833,Media file(s),player #1:D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,0.0,872.099,30.000,,Fixation-Road,,STOP,154.067,D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,4614,NA,
PID_33,2024-11-06 09:55:06.304,,862.833,Media file(s),player #1:D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,0.0,872.099,30.000,,Fixation-iPad,,START,154.200,D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,4618,NA,
PID_33,2024-11-06 09:55:06.304,,862.833,Media file(s),player #1:D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,0.0,872.099,30.000,,Fixation-iPad,,STOP,154.833,D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,4637,NA,
PID_33,2024-11-06 09:55:06.304,,862.833,Media file(s),player #1:D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,0.0,872.099,30.000,,Fixation-Road,,START,154.967,D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,4641,NA,
PID_33,2024-11-06 09:55:06.304,,862.833,Media file(s),player #1:D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,0.0,872.099,30.000,,Fixation-Road,,STOP,156.333,D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,4682,NA,
PID_33,2024-11-06 09:55:06.304,,862.833,Media file(s),player #1:D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,0.0,872.099,30.000,,Fixation-iPad,,START,156.467,D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,4686,NA,
PID_33,2024-11-06 09:55:06.304,,862.833,Media file(s),player #1:D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,0.0,872.099,30.000,,Fixation-iPad,,STOP,159.533,D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,4778,NA,
PID_33,2024-11-06 09:55:06.304,,862.833,Media file(s),player #1:D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,0.0,872.099,30.000,,Fixation-Road,,START,159.667,D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,4782,NA,
PID_33,2024-11-06 09:55:06.304,,862.833,Media file(s),player #1:D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,0.0,872.099,30.000,,Fixation-Road,,STOP,162.467,D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,4866,NA,
PID_33,2024-11-06 09:55:06.304,,862.833,Media file(s),player #1:D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,0.0,872.099,30.000,,Fixation-iPad,,START,162.600,D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,4870,NA,
PID_33,2024-11-06 09:55:06.304,,862.833,Media file(s),player #1:D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,0.0,872.099,30.000,,Fixation-iPad,,STOP,166.267,D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,4980,NA,
PID_33,2024-11-06 09:55:06.304,,862.833,Media file(s),player #1:D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,0.0,872.099,30.000,,Fixation-Road,,START,166.400,D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,4984,NA,
PID_33,2024-11-06 09:55:06.304,,862.833,Media file(s),player #1:D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,0.0,872.099,30.000,,Fixation-Road,,STOP,167.133,D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,5006,NA,
PID_33,2024-11-06 09:55:06.304,,862.833,Media file(s),player #1:D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,0.0,872.099,30.000,,Fixation-iPad,,START,167.267,D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,5010,NA,
PID_33,2024-11-06 09:55:06.304,,862.833,Media file(s),player #1:D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,0.0,872.099,30.000,,Fixation-iPad,,STOP,170.967,D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,5120,NA,
PID_33,2024-11-06 09:55:06.304,,862.833,Media file(s),player #1:D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,0.0,872.099,30.000,,Fixation-Road,,START,171.100,D:/vid/NSF_VM/PID33/NSF_VM_PlannedDrive/20240121114527VCAP1.mp4,5124,NA,
